"wordlist-id","sequence-number","word-id"
"1256","23","9267"
"1256","24","1656"
"1256","25","8266"
"1256","26","1591"
"1256","27","9899"
"1256","28","3815"
"1256","29","6927"
"1256","30","1364"
"1256","31","5331"
"1256","32","7187"
"1256","33","3343"
"1256","34","3166"
"1256","35","5195"
"1256","36","9071"
"1256","37","9784"
"1256","38","10437"
"1256","39","2806"
"1257","0","1464"
"1257","1","9308"
"1257","2","10147"
"1257","3","9258"
"1257","4","7438"
"1257","5","7245"
"1257","6","7896"
"1257","7","20779"
"1257","8","5591"
"1257","9","5664"
"1257","10","9815"
"1257","11","3869"
"1257","12","12363"
"1257","13","6629"
"1257","14","2656"
"1257","15","6712"
"1257","16","4462"
"1257","17","6814"
"1257","18","8751"
"1257","19","20843"
"1257","20","4540"
"1257","21","1892"
"1257","22","8806"
"1257","23","6228"
"1257","24","20250"
"1257","25","10088"
"1257","26","7435"
"1257","27","3820"
"1257","28","9086"
"1257","29","5016"
"1257","30","1974"
"1257","31","3123"
"1257","32","3317"
"1257","33","20828"
"1257","34","10239"
"1257","35","9955"
"1257","36","1449"
"1257","37","9354"
"1257","38","5781"
"1257","39","3450"
"1258","1","3221"
"1258","2","8750"
"1258","3","3443"
"1258","4","6888"
"1258","5","7700"
"1259","0","16420"
"1259","1","20844"
"1259","2","18626"
"1259","3","10910"
"1259","4","20845"
"1259","5","157"
"1259","6","5497"
"1259","7","1713"
"1259","8","9065"
"1259","9","8632"
"1259","10","903"
"1259","11","20846"
"1259","12","3451"
"1259","13","4899"
"1259","14","5068"
"1259","15","3441"
"1259","16","5393"
"1259","17","3540"
"1259","18","3541"
"1259","19","9738"
"1259","20","4900"
"1259","21","935"
"1259","22","20847"
"1259","23","20848"
"1259","24","9800"
"1259","25","20849"
"1259","26","3024"
"1259","27","20850"
"1259","28","9772"
"1259","29","3525"
"1259","30","20851"
"1259","31","20852"
"1259","32","20853"
"1259","33","3445"
"1259","34","6917"
"1259","35","10581"
"1259","36","6765"
"1259","37","4897"
"1259","38","2728"
"1259","39","2727"
"1259","40","3273"
"1259","41","20854"
"1259","42","20855"
"1259","43","10917"
"1259","44","10431"
"1259","45","20856"
"1259","46","10577"
"1259","47","3440"
"1260","1","1938"
"1260","2","1598"
"1260","3","1942"
"1260","4","1478"
"1260","5","1500"
"1260","6","1947"
"1260","7","1582"
"1260","8","1948"
"1260","9","1949"
"1260","10","1888"
"1260","11","2388"
"1260","12","2395"
"1260","13","1411"
"1260","14","2400"
"1260","15","2403"
"1260","16","2414"
"1260","17","2415"
"1260","18","2435"
"1261","1","4014"
"1261","2","48"
"1261","3","762"
"1261","4","10792"
"1261","5","5209"
"1261","6","4256"
"1261","7","402"
"1261","8","10686"
"1261","9","4748"
"1261","10","9380"
"1261","11","10793"
"1261","12","3532"
"1261","13","9648"
"1261","14","20529"
"1261","15","20530"
"1261","16","20531"
"1261","17","5836"
"1261","18","20533"
"1261","19","8198"
"1261","20","6173"
"1261","21","974"
"1261","22","20534"
"1261","23","1118"
"1261","24","825"
"1262","1","4265"
"1262","2","4951"
"1262","3","5589"
"1262","4","5590"
"1262","5","5591"
"1262","6","5327"
"1262","7","5592"
"1262","8","5593"
"1262","9","510"
"1262","10","4112"
"1262","11","4980"
"1262","12","5594"
"1262","13","4453"
"1262","14","3504"
"1262","15","2721"
"1262","16","5596"
"1262","17","3096"
"1262","18","336"
"1262","19","5597"
"1262","20","5598"
"1262","21","5599"
"1262","22","4062"
"1262","23","5458"
"1262","24","1152"
"1262","25","5603"
"1262","26","5604"
"1262","27","5605"
"1262","28","4706"
"1262","29","4562"
"1262","30","4192"
"1262","31","5606"
"1262","32","2921"
"1262","33","5608"
"1262","34","5609"
"1262","35","5610"
"1262","36","5611"
"1262","37","4039"
"1262","38","5613"
"1262","39","5614"
"1262","40","3235"
"1262","41","5616"
"1262","42","5618"
"1262","43","4409"
"1262","44","5619"
"1262","45","4953"
"1262","46","5621"
"1262","47","5622"
"1262","48","5623"
"1263","1","479"
"1263","2","5243"
"1263","3","4646"
"1263","4","3488"
"1263","5","4396"
"1263","6","5601"
"1263","7","5602"
"1263","8","3129"
"1263","9","5612"
"1263","10","5615"
"1263","11","5617"
"1263","12","5620"
"1264","1","398"
"1264","2","402"
"1264","3","403"
"1264","4","409"
"1264","5","410"
"1264","6","425"
"1264","7","431"
"1264","8","433"
"1264","9","435"
"1264","10","436"
"1264","11","443"
"1264","12","446"
"1264","13","448"
"1264","14","454"
"1264","15","470"
"1264","16","473"
"1264","17","479"
"1264","18","487"
"1264","19","491"
"1264","20","497"
"1264","21","501"
"1264","22","502"
"1264","23","506"
"1264","24","463"
"1265","1","1140"
"1265","2","6865"
"1265","3","3589"
"1265","4","8865"
"1266","1","11151"
"1266","2","10343"
"1266","3","1046"
"1266","4","1201"
"1266","5","7864"
"1266","6","5821"
"1266","7","3131"
"1266","8","3905"
"1266","9","7841"
"1266","10","4080"
"1266","11","2660"
"1266","12","8223"
"1266","13","6606"
"1266","14","9244"
"1266","15","4631"
"1266","16","8151"
"1266","17","6041"
"1266","18","450"
"1266","19","3558"
"1266","20","4552"
"1266","21","6032"
"1266","22","4501"
"1266","23","4659"
"1266","24","8565"
"1267","1","1944"
"1267","2","627"
"1267","3","2678"
"1267","4","7366"
"1267","5","4220"
"1267","6","1077"
"1267","7","4243"
"1267","8","6012"
"1267","9","3077"
"1267","10","6629"
"1267","11","5400"
"1267","12","7352"
"1267","13","8459"
"1267","14","8297"
"1267","15","9979"
"1267","16","7653"
"1267","17","412"
"1267","18","1372"
"1267","19","4150"
"1267","20","2700"
"1267","21","8818"
"1267","22","8729"
"1267","23","3687"
"1267","24","44"
"1268","1","6587"
"1268","2","4958"
"1268","3","6589"
"1268","4","4409"
"1268","5","3150"
"1268","6","4066"
"1268","7","6602"
"1268","8","153"
"1268","9","1015"
"1268","10","5625"
"1268","11","522"
"1268","12","6613"
"1268","13","6045"
"1268","14","6615"
"1268","15","442"
"1268","16","2687"
"1268","17","4453"
"1268","18","5777"
"1268","19","5854"
"1268","20","53"
"1268","21","3093"
"1268","22","6596"
"1268","23","6605"
"1268","24","6629"
"1269","0","19173"
"1269","1","9899"
"1269","2","28"
"1269","3","8704"
"1269","4","711"
"1269","5","8483"
"1269","6","8865"
"1269","7","6817"
"1269","8","14"
"1269","9","8168"
"1269","10","7535"
"1269","11","3116"
"1269","12","4650"
"1269","13","3241"
"1269","14","2936"
"1269","15","3549"
"1269","16","1678"
"1269","17","8628"
"1269","18","830"
"1269","19","5179"
"1269","20","8573"
"1269","21","8263"
"1269","22","10740"
"1269","23","3432"
"1269","24","681"
"1269","25","3729"
"1269","26","8060"
"1269","27","412"
"1269","28","4822"
"1269","29","4182"
"1269","30","10814"
"1269","31","3022"
"1269","32","1090"
"1269","33","718"
"1269","34","3441"
"1269","35","4260"
"1269","36","7719"
"1269","37","1400"
"1269","38","11290"
"1269","39","4530"
"1269","40","20857"
"1269","41","628"
"1269","42","2718"
"1269","43","1217"
"1269","44","8364"
"1269","45","8197"
"1269","46","6121"
"1269","47","719"
"1269","48","7442"
"1269","49","20858"
"1270","1","5423"
"1270","2","1057"
"1270","3","8043"
"1270","4","1270"
"1270","5","954"
"1270","6","8044"
"1270","7","2936"
"1270","8","8045"
"1270","9","4398"
"1270","10","1081"
"1270","11","8046"
"1270","12","8047"
"1270","13","1365"
"1270","14","4181"
"1270","15","1148"
"1270","16","8048"
"1270","17","5854"
"1270","18","8049"
"1270","19","3435"
"1270","20","8050"
"1271","1","8321"
"1271","2","8995"
"1271","3","3199"
"1271","4","4522"
"1271","5","9025"
"1271","6","2921"
"1271","7","3683"
"1271","8","3560"
"1271","9","709"
"1271","10","1235"
"1271","11","1974"
"1271","12","825"
"1271","13","4593"
"1271","14","3881"
"1271","15","7636"
"1271","16","4736"
"1271","17","814"
"1271","18","9000"
"1271","19","3884"
"1271","20","9001"
"1271","21","3268"
"1271","22","8523"
"1271","23","658"
"1271","24","8314"
"1272","1","3150"
"1272","2","8526"
"1272","3","7710"
"1272","4","8116"
"1272","5","2937"
"1272","6","9002"
"1272","7","9003"
"1272","8","2992"
"1272","9","4174"
"1272","10","9004"
"1272","11","6166"
"1272","12","5248"
"1272","13","4209"
"1272","14","3807"
"1272","15","9005"
"1272","16","442"
"1272","17","8091"
"1272","18","39"
"1272","19","506"
"1272","20","9006"
"1272","21","4594"
"1272","22","4500"
"1272","23","4549"
"1272","24","9007"
"1273","1","9039"
"1273","2","6909"
"1273","3","9040"
"1273","4","4455"
"1273","5","9041"
"1273","6","6449"
"1273","7","9042"
"1273","8","2679"
"1273","9","3151"
"1273","10","9043"
"1273","11","3881"
"1273","12","3158"
"1273","13","7444"
"1273","14","3020"
"1273","15","9044"
"1273","16","9045"
"1273","17","9046"
"1273","18","4516"
"1273","19","9047"
"1273","20","8550"
"1273","21","1092"
"1273","22","4507"
"1273","23","9048"
"1273","24","2959"
"1273","25","5746"
"1274","1","9049"
"1274","2","5408"
"1274","3","9051"
"1274","4","305"
"1274","5","3900"
"1274","6","9052"
"1274","7","9053"
"1274","8","9054"
"1274","9","9055"
"1274","10","8565"
"1274","11","4748"
"1274","12","988"
"1274","13","9056"
"1274","14","5863"
"1274","15","5590"
"1274","16","5316"
"1274","17","6156"
"1274","18","830"
"1274","19","7859"
"1274","20","7424"
"1274","21","3152"
"1274","22","4864"
"1274","23","1413"
"1274","24","9057"
"1274","25","523"
"1275","1","1478"
"1275","2","1479"
"1275","3","1496"
"1275","4","7492"
"1275","5","1481"
"1275","6","1541"
"1275","7","1484"
"1275","8","1576"
"1275","9","1564"
"1275","10","1581"
"1275","11","3226"
"1275","12","1348"
"1275","13","1607"
"1275","14","1591"
"1275","15","896"
"1276","1","1478"
"1276","2","1479"
"1276","3","1496"
"1276","4","1481"
"1276","5","1484"
"1276","6","1564"
"1276","7","3226"
"1276","8","1348"
"1276","9","1607"
"1276","10","1254"
"1276","11","1093"
"1276","12","1508"
"1277","1","1496"
"1277","2","7492"
"1277","3","1541"
"1277","4","1484"
"1277","5","1576"
"1277","6","1581"
"1277","7","1348"
"1277","8","1254"
"1277","9","1501"
"1277","10","14289"
"1277","11","813"
"1277","12","1513"
"1277","13","1964"
"1277","14","3226"
"1277","15","1478"
"1278","1","7753"
"1278","2","1206"
"1278","3","4878"
"1278","4","7754"
"1278","5","7755"
"1278","6","7756"
"1278","7","7757"
"1278","8","7613"
"1278","9","2972"
"1278","10","331"
"1278","11","7759"
"1278","12","7760"
"1278","13","6177"
"1278","14","403"
"1278","15","4964"
"1278","16","1285"
"1278","17","5036"
"1278","18","509"
"1278","19","1568"
"1278","20","583"
"1278","21","7761"
"1278","22","3162"
"1278","23","1378"
"1278","24","3356"
"1278","25","2986"
"1278","26","7779"
"1279","1","7753"
"1279","2","1206"
"1279","3","4878"
"1279","4","7754"
"1279","5","7755"
"1279","6","7756"
"1279","7","7757"
"1279","8","7613"
"1279","9","2972"
"1279","10","331"
"1279","11","7759"
"1279","12","7760"
"1279","13","6177"
"1279","14","403"
"1279","15","4964"
"1279","16","5036"
"1279","17","1568"
"1279","18","583"
"1279","19","7761"
"1279","20","3162"
"1279","21","1378"
"1279","22","3356"
"1279","23","2986"
"1279","24","7779"
"1280","1","2912"
"1280","2","2913"
"1280","3","2914"
"1280","4","2915"
"1280","5","2916"
"1280","6","2917"
"1280","7","2918"
"1280","8","2920"
"1280","9","2921"
"1280","10","2924"
"1280","11","2925"
"1280","12","2926"
"1280","13","2927"
"1280","14","2928"
"1280","15","2930"
"1280","16","356"
"1280","17","636"
"1280","18","2933"
"1280","19","2934"
"1280","20","2935"
"1280","21","2938"
"1280","22","2939"
"1280","23","2940"
"1280","24","2941"
"1281","1","3564"
"1281","2","8080"
"1281","3","7360"
"1281","4","3499"
"1281","5","6886"
"1281","6","7357"
"1281","7","4437"
"1281","8","8081"
"1281","9","8082"
"1281","10","8083"
"1281","11","8084"
"1281","12","6342"
"1281","13","7735"
"1281","14","8085"
"1281","15","4945"
"1281","16","8086"
"1281","17","2992"
"1281","18","8087"
"1281","19","6048"
"1281","20","8089"
"1281","21","3997"
"1281","22","6059"
"1281","23","6878"
"1281","24","8093"
"1282","1","8079"
"1282","2","6982"
"1282","3","2656"
"1282","4","7360"
"1282","5","4525"
"1282","6","4439"
"1282","7","6798"
"1282","8","3805"
"1282","9","29"
"1282","10","4471"
"1282","11","6916"
"1282","12","4233"
"1282","13","7540"
"1282","14","5631"
"1282","15","833"
"1282","16","4539"
"1282","17","4240"
"1282","18","1376"
"1282","19","5448"
"1282","20","8088"
"1282","21","1853"
"1282","22","487"
"1282","23","8092"
"1282","24","4511"
"1282","25","4591"
"1282","26","1524"
"1283","1","6893"
"1283","2","4031"
"1283","3","6894"
"1283","4","6895"
"1283","5","6898"
"1283","6","3989"
"1283","7","6902"
"1283","8","6904"
"1283","9","6439"
"1283","10","5787"
"1283","11","6915"
"1283","12","6918"
"1283","13","397"
"1283","14","6922"
"1283","15","6923"
"1283","16","6924"
"1283","17","6925"
"1283","18","6926"
"1283","19","6928"
"1284","1","20827"
"1284","2","10534"
"1284","3","6790"
"1284","4","20828"
"1284","5","5322"
"1284","6","627"
"1284","7","8245"
"1284","8","4476"
"1284","9","3820"
"1284","10","20831"
"1284","11","7370"
"1284","12","20636"
"1284","13","8573"
"1284","14","409"
"1284","15","9634"
"1284","16","20832"
"1284","17","20022"
"1284","18","7436"
"1285","1","20851"
"1285","2","3445"
"1285","3","20854"
"1285","4","20855"
"1285","5","20856"
"1286","1","730"
"1286","2","731"
"1286","3","1968"
"1286","4","734"
"1286","5","735"
"1286","6","402"
"1286","7","739"
"1286","8","741"
"1286","9","745"
"1286","10","746"
"1286","11","518"
"1286","12","748"
"1286","13","353"
"1286","14","757"
"1286","15","443"
"1286","16","1973"
"1286","17","762"
"1286","18","1975"
"1286","19","767"
"1286","20","770"
"1286","21","776"
"1286","22","1976"
"1286","23","786"
"1286","24","791"
"1286","25","792"
"1286","26","284"
"1286","27","803"
"1286","28","804"
"1286","29","1969"
"1286","30","801"
"1287","1","1378"
"1287","2","705"
"1287","3","717"
"1287","4","719"
"1287","5","720"
"1287","6","704"
"1287","7","1212"
"1287","8","1969"
"1287","9","724"
"1287","10","730"
"1287","11","731"
"1287","12","1968"
"1287","13","1971"
"1287","14","734"
"1287","15","735"
"1287","16","402"
"1287","17","739"
"1287","18","741"
"1287","19","745"
"1287","20","518"
"1287","21","748"
"1287","22","353"
"1287","23","757"
"1287","24","443"
"1288","1","20844"
"1288","2","10910"
"1288","3","20845"
"1288","4","157"
"1288","5","5497"
"1288","6","5393"
"1288","7","3540"
"1288","8","3541"
"1288","9","20847"
"1288","10","9800"
"1288","11","20849"
"1288","12","3024"
"1288","13","3445"
"1288","14","6765"
"1288","15","20856"
"1288","16","10577"
"1288","17","935"
"1288","18","6917"
"1288","19","10581"
"1288","20","3440"
"1289","1","433"
"1289","2","435"
"1289","3","436"
"1289","4","437"
"1289","5","438"
"1289","6","439"
"1289","7","444"
"1289","8","446"
"1289","9","451"
"1289","10","452"
"1289","11","453"
"1289","12","454"
"1289","13","457"
"1289","14","463"
"1289","15","465"
"1289","16","466"
"1289","17","470"
"1289","18","471"
"1289","19","473"
"1289","20","476"
"1290","1","451"
"1290","2","452"
"1290","3","453"
"1290","4","454"
"1290","5","457"
"1290","6","463"
"1290","7","465"
"1290","8","466"
"1290","9","470"
"1290","10","471"
"1290","11","473"
"1290","12","476"
"1290","13","479"
"1290","14","482"
"1290","15","487"
"1290","16","488"
"1290","17","490"
"1290","18","491"
"1290","19","492"
"1290","20","493"
"1290","21","495"
"1290","22","497"
"1290","23","498"
"1290","24","500"
"1290","25","501"
"1290","26","502"
"1290","27","503"
"1290","28","505"
"1290","29","153"
"1290","30","506"
"1291","1","19173"
"1291","2","9899"
"1291","3","28"
"1291","4","8704"
"1291","5","711"
"1291","6","8483"
"1291","7","8865"
"1291","8","6817"
"1291","9","14"
"1291","10","8168"
"1291","11","7535"
"1291","12","3116"
"1291","13","4650"
"1291","14","3241"
"1291","15","2936"
"1291","16","3549"
"1291","17","1678"
"1291","18","8628"
"1291","19","830"
"1291","20","5179"
"1291","21","8573"
"1291","22","8263"
"1291","23","10740"
"1291","24","3432"
"1292","1","681"
"1292","2","3729"
"1292","3","8060"
"1292","4","412"
"1292","5","4822"
"1292","6","4182"
"1292","7","10814"
"1292","8","3022"
"1292","9","1090"
"1292","10","718"
"1292","11","3441"
"1292","12","4260"
"1292","13","7719"
"1292","14","1400"
"1292","15","11290"
"1292","16","4530"
"1293","1","19173"
"1293","2","9899"
"1293","3","28"
"1293","4","8704"
"1293","5","711"
"1293","6","8483"
"1293","7","8865"
"1293","8","6817"
"1293","9","14"
"1293","10","8168"
"1293","11","7535"
"1293","12","3116"
"1293","13","4650"
"1293","14","3241"
"1293","15","2936"
"1293","16","3549"
"1293","17","1678"
"1293","18","8628"
"1293","19","830"
"1293","20","5179"
"1293","21","8573"
"1293","22","8263"
"1293","23","10740"
"1293","24","3432"
"1293","25","681"
"1293","26","3729"
"1293","27","8060"
"1293","28","412"
"1293","29","4822"
"1293","30","4182"
"1294","1","10814"
"1294","2","3022"
"1294","3","1090"
"1294","4","718"
"1294","5","3441"
"1294","6","4260"
"1294","7","7719"
"1294","8","1400"
"1294","9","11290"
"1294","10","4530"
"1294","11","20857"
"1294","12","628"
"1294","13","2718"
"1294","14","1217"
"1294","15","8364"
"1294","16","8197"
"1294","17","6121"
"1294","18","719"
"1294","19","7442"
"1294","20","20858"
"1295","1","4265"
"1295","2","4951"
"1295","3","5589"
"1295","4","5590"
"1295","5","5591"
"1295","6","5327"
"1295","7","5592"
"1295","8","5593"
"1295","9","510"
"1295","10","4112"
"1295","11","479"
"1295","12","4980"
"1295","13","5594"
"1295","14","4453"
"1295","15","5243"
"1295","16","3504"
"1295","17","2721"
"1295","18","4646"
"1295","19","5596"
"1295","20","3096"
"1295","21","336"
"1295","22","3488"
"1295","23","5597"
"1295","24","5598"
"1295","25","4396"
"1295","26","5599"
"1295","27","4062"
"1295","28","5601"
"1295","29","5602"
"1295","30","5458"
"1295","31","1152"
"1295","32","5603"
"1296","1","5604"
"1296","2","5605"
"1296","3","4706"
"1296","4","4562"
"1296","5","3129"
"1296","6","4192"
"1296","7","5606"
"1296","8","2921"
"1296","9","5608"
"1296","10","5609"
"1296","11","5610"
"1296","12","5611"
"1296","13","5612"
"1296","14","4039"
"1296","15","5613"
"1296","16","5614"
"1297","0","20859"
"1297","1","740"
"1297","2","20860"
"1297","3","5541"
"1297","4","8250"
"1297","5","5177"
"1297","6","20861"
"1297","7","1208"
"1297","8","5644"
"1297","9","20152"
"1297","10","1659"
"1297","11","20862"
"1297","12","2939"
"1297","13","8612"
"1297","14","8196"
"1297","15","8203"
"1297","16","3140"
"1297","17","10536"
"1297","18","20863"
"1297","19","10259"
"1297","20","20833"
"1297","21","20864"
"1297","22","17678"
"1297","23","20865"
"1297","24","20866"
"1297","25","20520"
"1297","26","20867"
"1297","27","1976"
"1297","28","20443"
"1297","29","20868"
"1297","30","20869"
"1297","31","7861"
"1297","32","20870"
"1297","33","1231"
"1297","34","20871"
"1297","35","4060"
"1297","36","715"
"1297","37","20872"
"1297","38","20873"
"1297","39","4190"
"1297","40","7357"
"1297","41","1524"
"1297","42","20874"
"1297","43","20875"
"1297","44","20876"
"1297","45","20781"
"1297","46","1416"
"1297","47","3136"
"1297","48","20877"
"1297","49","8603"
"1297","50","20878"
"1297","51","5208"
"1297","52","20879"
"1297","53","20880"
"1297","54","20881"
"1297","55","20882"
"1297","56","20883"
"1297","57","20884"
"1297","58","8370"
"1297","59","20885"
"1298","0","10667"
"1298","1","8862"
"1298","2","20886"
"1298","3","20887"
"1298","4","20888"
"1298","5","3257"
"1298","6","20128"
"1298","7","677"
"3679","1","9305"
"1298","9","8609"
"1298","10","15918"
"1298","11","20890"
"1298","12","7741"
"1298","13","9167"
"1298","14","20891"
"1298","15","11107"
"1298","16","20892"
"1298","17","20893"
"1298","18","903"
"1298","19","3178"
"1298","20","20894"
"1298","21","20895"
"1298","22","20896"
"1298","23","20897"
"1298","24","444"
"1298","25","20898"
"1298","26","12699"
"1298","27","465"
"1298","28","20899"
"1298","29","20900"
"1298","30","18129"
"1298","31","8837"
"1298","32","4909"
"1298","33","12534"
"1298","34","20901"
"1298","35","20902"
"1298","36","20903"
"1298","37","20904"
"1298","38","20905"
"1298","39","780"
"1298","40","20906"
"1298","41","20907"
"1298","42","20908"
"1298","43","20519"
"1298","44","20909"
"1298","45","3167"
"1298","46","20910"
"1298","47","20911"
"1298","48","20912"
"1298","49","20913"
"1298","50","20914"
"1298","51","20915"
"1298","52","20916"
"1298","53","20917"
"1298","54","20162"
"1298","55","6887"
"1298","56","20918"
"1298","57","7384"
"1298","58","20919"
"1298","59","10857"
"1299","0","9795"
"1299","1","20920"
"1299","2","20921"
"1299","3","20490"
"1299","4","442"
"1299","5","20922"
"1299","6","6446"
"1299","7","20432"
"1299","8","6850"
"1299","9","20923"
"1299","10","468"
"1299","11","20924"
"1299","12","20925"
"1299","13","17675"
"1299","14","20926"
"1299","15","6507"
"1299","16","20927"
"1299","17","20928"
"1299","18","11105"
"1299","19","20929"
"1299","20","3453"
"1299","21","20930"
"1299","22","20931"
"1299","23","1118"
"1299","24","5202"
"1299","25","20932"
"1299","26","17662"
"1299","27","10876"
"1299","28","20933"
"1299","29","1627"
"1299","30","20101"
"1299","31","2714"
"1299","32","20934"
"1299","33","8526"
"1299","34","20935"
"1299","35","20936"
"1299","36","20937"
"1299","37","20938"
"1299","38","20939"
"1299","39","20940"
"1299","40","20941"
"1299","41","20942"
"1299","42","20421"
"1299","43","20943"
"1299","44","9017"
"1299","45","20944"
"1299","46","20945"
"1299","47","20946"
"1299","48","20947"
"1299","49","20948"
"1300","1","398"
"1300","2","400"
"1300","3","402"
"1300","4","403"
"1300","5","405"
"1300","6","406"
"1300","7","407"
"1300","8","409"
"1300","9","410"
"1300","10","416"
"1300","11","417"
"1300","12","418"
"1300","13","419"
"1300","14","422"
"1300","15","423"
"1300","16","425"
"1300","17","426"
"1300","18","429"
"1300","19","431"
"1300","20","432"
"1301","1","801"
"1301","2","802"
"1301","3","803"
"1301","4","804"
"1301","5","3589"
"1301","6","4643"
"1301","7","7431"
"1301","8","8022"
"1302","1","801"
"1302","2","802"
"1302","3","803"
"1302","4","804"
"1302","5","3589"
"1302","6","1308"
"1302","7","7431"
"1302","8","4973"
"1302","9","8866"
"1302","10","8493"
"1303","1","4739"
"1303","2","3081"
"1303","3","3093"
"1303","4","4738"
"1303","5","8856"
"1303","6","8863"
"1303","7","8867"
"1303","8","8869"
"1303","9","8806"
"1303","10","3450"
"1303","11","5591"
"1303","12","1974"
"1303","13","9955"
"1303","14","5781"
"1303","15","6814"
"1303","16","3820"
"1304","1","5269"
"1304","2","5270"
"1304","3","3751"
"1304","4","5272"
"1304","5","5273"
"1304","6","1884"
"1304","7","5274"
"1304","8","5275"
"1304","9","3227"
"1304","10","3701"
"1304","11","7187"
"1304","12","6596"
"1304","13","5279"
"1304","14","5280"
"1304","15","5281"
"1305","1","1892"
"1305","2","1929"
"1305","3","1610"
"1305","4","1951"
"1305","5","1888"
"1305","6","5269"
"1305","7","5270"
"1305","8","3751"
"1305","9","5273"
"1305","10","1884"
"1305","11","5274"
"1305","12","3227"
"1305","13","3701"
"1305","14","6596"
"1305","15","5279"
"1305","16","5280"
"1305","17","5281"
"1305","18","5272"
"1306","1","1813"
"1306","2","1775"
"1306","3","1764"
"1306","4","1853"
"1306","5","1878"
"1307","1","476"
"1307","2","479"
"1307","3","482"
"1307","4","487"
"1307","5","488"
"1307","6","490"
"1307","7","491"
"1307","8","492"
"1307","9","493"
"1307","10","495"
"1308","1","8706"
"1308","2","8612"
"1308","3","8707"
"1308","4","813"
"1308","5","5424"
"1308","6","2987"
"1308","7","8708"
"1308","8","29"
"1308","9","8709"
"1308","10","6513"
"1308","11","4488"
"1308","12","840"
"1308","13","8710"
"1308","14","7753"
"1308","15","8711"
"1308","16","4241"
"1308","17","4729"
"1308","18","3224"
"1308","19","6596"
"1308","20","8565"
"1308","21","4085"
"1308","22","4643"
"1308","23","8712"
"1308","24","8713"
"1308","25","8714"
"1308","26","544"
"1308","27","6186"
"1308","28","8715"
"1308","29","8552"
"1308","30","8716"
"1308","31","8217"
"1308","32","8717"
"1308","33","4084"
"1308","34","8226"
"1309","1","741"
"1309","2","745"
"1309","3","746"
"1309","4","518"
"1309","5","748"
"1309","6","353"
"1309","7","757"
"1309","8","443"
"1309","9","759"
"1309","10","1973"
"1309","11","762"
"1309","12","1975"
"1309","13","764"
"1309","14","765"
"1309","15","767"
"1309","16","768"
"1309","17","770"
"1309","18","776"
"1309","19","1976"
"1309","20","784"
"1309","21","786"
"1309","22","787"
"1309","23","791"
"1309","24","792"
"1309","25","793"
"1309","26","284"
"1309","27","801"
"1309","28","802"
"1309","29","803"
"1309","30","804"
"1310","0","12099"
"1310","1","5018"
"1310","2","9747"
"1310","3","3217"
"1310","4","627"
"1310","5","9704"
"1310","6","8148"
"1310","7","668"
"1310","8","7703"
"1310","9","7710"
"1310","10","10376"
"1310","11","10431"
"1310","12","9309"
"1310","13","1372"
"1310","14","328"
"1310","15","20949"
"1310","16","358"
"1310","17","13"
"1310","18","10281"
"1310","19","14"
"1310","20","5253"
"1310","21","8840"
"1310","22","7441"
"1310","23","1249"
"1310","24","7719"
"1310","25","6017"
"1310","26","1175"
"1310","27","2941"
"1310","28","622"
"1310","29","4462"
"1310","30","9006"
"1310","31","363"
"1310","32","11098"
"1310","33","8783"
"1310","34","6928"
"1310","35","13925"
"1310","36","3900"
"1310","37","6093"
"1310","38","6865"
"1310","39","8806"
"1311","1","398"
"1311","2","410"
"1311","3","418"
"1311","4","423"
"1311","5","426"
"1311","6","437"
"1311","7","452"
"1311","8","463"
"1311","9","479"
"1311","10","491"
"1311","11","500"
"1311","12","153"
"1312","0","20950"
"1312","1","1987"
"1312","2","20779"
"1312","3","9726"
"1312","4","561"
"1312","5","20951"
"1312","6","3116"
"1312","7","8824"
"1312","8","3229"
"1312","9","377"
"1312","10","9821"
"1312","11","10275"
"1312","12","3607"
"1312","13","4549"
"1312","14","10755"
"1312","15","4201"
"1312","16","3186"
"1312","17","2388"
"1312","18","9291"
"1312","19","4553"
"1312","20","1249"
"1312","21","2704"
"1312","22","3694"
"1312","23","3191"
"1312","24","1484"
"1312","25","574"
"1312","26","19528"
"1312","27","358"
"1312","28","6743"
"1312","29","7210"
"1312","30","1311"
"1312","31","4581"
"1312","32","710"
"1312","33","7614"
"1312","34","10288"
"1312","35","3158"
"1312","36","16081"
"1312","37","20421"
"1312","38","6012"
"1312","39","1175"
"1312","40","3705"
"1312","41","9812"
"1312","42","3134"
"1312","43","558"
"1312","44","156"
"1312","45","5945"
"1312","46","1550"
"1312","47","346"
"1312","48","3077"
"1312","49","668"
"1313","1","6694"
"1313","2","9305"
"1313","3","7261"
"1313","4","7138"
"1313","5","7434"
"1313","6","7429"
"1313","7","1967"
"1313","8","1175"
"1313","9","9306"
"1313","10","558"
"1313","11","6897"
"1313","12","7393"
"1313","13","6330"
"1313","14","9307"
"1313","15","5180"
"1313","16","8136"
"1313","17","4508"
"1313","18","7071"
"1313","19","7531"
"1313","20","3163"
"1313","21","9283"
"1313","22","5270"
"1313","23","668"
"1313","24","9308"
"1313","25","4066"
"1313","26","2687"
"1313","27","888"
"1313","28","6666"
"1313","29","6596"
"1313","30","7245"
"1313","31","8839"
"1313","32","1194"
"1313","33","5717"
"1313","34","1988"
"1313","35","9309"
"1313","36","9310"
"1313","37","5165"
"1313","38","3605"
"1313","39","8053"
"1313","40","9311"
