0 & 1,wordlist-id,wordlist,spelldoctor
0,6703,zz-to leave,spelldoctor
0,6704,zz-lion,spelldoctor
0,6705,"zz-white, colorless",spelldoctor
0,6706,"zz-Magnesian stone, magnet, mineral, stone, fossil",spelldoctor
0,6707,"zz-loosen, destroy, dissolve",spelldoctor
0,6708,zz-a lyre,spelldoctor
0,6709,zz-fortified place,spelldoctor
0,6713,"zz-rind, shell, crust, husk, ice, freeze, transparent",spelldoctor
0,6763,"zz-grass, plant, tree",spelldoctor
0,6768,"zz-words, discourse, study, reason, phrases, speech",spelldoctor
0,6771,"zz-spot, stain, mesh, net",spelldoctor
0,6781,"zz-ruler, leader, master, teacher, model",spelldoctor
0,6782,"zz-great, large, authority",spelldoctor
0,6783,"zz-magic, sorceror",spelldoctor
0,6784,"zz-hammer, to hit with a hammer, to shape",spelldoctor
0,6785,"zz-bad, evil, wrong",spelldoctor
0,6786,"zz-breast, udder",spelldoctor
0,6787,"zz-order, praise, entrust",spelldoctor
0,6788,"zz-stay, remain, persist, shelter, house",spelldoctor
0,6789,zz-cloak,spelldoctor
0,6791,"zz-hand, handful, handle",spelldoctor
0,6793,"zz-sea, ocean",spelldoctor
0,6794,"zz-border, edge",spelldoctor
0,6795,"zz-married, united",spelldoctor
0,6796,"zz-to draw, drawn out, endure, witness",spelldoctor
0,6797,zz-a male,spelldoctor
0,6798,"zz-mask, witch, specter",spelldoctor
0,6799,"zz-mother, motherly, womb; the source, substance",spelldoctor
0,6800,"zz-ripe, ripen, timely, hasten",spelldoctor
0,6801,"zz-heal, cure, physician",spelldoctor
0,6802,"zz-reflect upon, muse over, ponder",spelldoctor
0,6806,"zz-central, in half, in the middle",spelldoctor
0,6807,zz-honey,spelldoctor
0,6808,"zz-better, to improve",spelldoctor
0,6809,"zz-limb, part",spelldoctor
0,6810,"zz-remembering, mindful, recall",spelldoctor
0,6811,"zz-fault, false, defect, lying",spelldoctor
0,6812,"zz-mind, wisdom, advisor",spelldoctor
0,6813,zz-soldier,spelldoctor
0,6814,"zz-lean forward, project, jut out, threaten",spelldoctor
0,6815,zz-illuminate in red,spelldoctor
0,6816,"zz-to serve, act as a servant",spelldoctor
0,6817,zz-small in size or amount; less,spelldoctor
0,6818,"zz-threaten, lead, guide, drive cattle (with shouts)",spelldoctor
0,6819,"zz-wonder at, admire; amazing circumstance, marvel",spelldoctor
0,6820,"zz-blend, mingle, mix",spelldoctor
0,6821,zz-wretched,spelldoctor
0,6823,"zz-measure, guide, restrain, method, manner, rhythm, suitable, useful",spelldoctor
0,6824,"zz-heap, mass; massive structure, disturbance",spelldoctor
0,6825,zz-soft,spelldoctor
0,6826,"zz-mill, to grind in a mill, sprinkle grain",spelldoctor
0,6827,"zz-warn, advise, remind, show, point out, teach; a portent; monster",spelldoctor
0,6828,"zz-mountain, hill",spelldoctor
0,6829,zz-disease,spelldoctor
0,6830,"zz-bite, hurt, distress; biting",spelldoctor
0,6831,"zz-delay, stay behind",spelldoctor
0,6832,"zz-death; to decay, fail",spelldoctor
0,6833,"zz-custom, habit, manner, humor",spelldoctor
0,6834,"zz-move, active; instant of time",spelldoctor
0,6835,zz-many,spelldoctor
0,6836,zz-world,spelldoctor
0,6838,zz-wall,spelldoctor
0,6839,"zz-mouse, muscle, mussel",spelldoctor
0,6840,"zz-change, alter, done in exchange, borrowed, reciprocal",spelldoctor
0,6853,"zz-pass through, penetrate",spelldoctor
0,6854,"zz-earn, gain, deserve, worthy, share, part",spelldoctor
0,6855,"zz-dip, dive, plunge, bury, drown, overwhelm",spelldoctor
0,6856,"zz-goods for sale, trade, traffic, price, reward",spelldoctor
0,6857,"zz-measure, traverse, estimate, ascertain dimension",spelldoctor
0,6858,"zz-my, mine",spelldoctor
0,6859,"zz-move, shift",spelldoctor
0,6860,"zz-battle, fight",spelldoctor
0,6861,"zz-large, stretched thin, long",spelldoctor
0,6862,"zz-madness, insanity",spelldoctor
0,6863,"zz-learn, something learned, knowledge, science",spelldoctor
0,6864,"zz-seer, prophet, diviner",spelldoctor
0,6865,zz-breast,spelldoctor
0,6866,"zz-lump, mass",spelldoctor
0,6867,"zz-machine, plan, trick, artifice, device",spelldoctor
0,6868,"zz-great, large, million",spelldoctor
0,6869,"zz-black, dark",spelldoctor
0,6870,"zz-song, sing",spelldoctor
0,6871,"zz-month, creature of the moon",spelldoctor
0,6872,zz-middle,spelldoctor
0,6873,"zz-change, after, beyond, between",spelldoctor
0,6874,"zz-ore, mine, metal",spelldoctor
0,6875,"zz-mother, womb",spelldoctor
0,6876,"zz-measure, rule, length",spelldoctor
0,6877,zz-small,spelldoctor
0,6878,"zz-imitator, mimic, mime",spelldoctor
0,6879,zz-hate,spelldoctor
0,6880,"zz-remember, memory",spelldoctor
0,6881,"zz-one, single, alone",spelldoctor
0,6882,"zz-feeble, sluggish, dull, stupid, foolish",spelldoctor
0,6883,"zz-form, shape",spelldoctor
0,6884,"zz-A Muse, fine art, music, song",spelldoctor
0,6885,zz-muscle,spelldoctor
0,6886,"zz-one who has been initiated; secret doctrine, secret rite",spelldoctor
0,6887,"zz-tale, story, legend",spelldoctor
0,6890,"zz-tell, relate",spelldoctor
0,6891,"zz-birth, nature, origin, a people, race",spelldoctor
0,6893,zz-ship,spelldoctor
0,6895,"zz-tie, bind",spelldoctor
0,6896,"zz-say not, refuse; not",spelldoctor
0,6897,zz-neither,spelldoctor
0,6898,zz-nest,spelldoctor
0,6899,zz-black,spelldoctor
0,6900,zz-nothing,spelldoctor
0,6901,"zz-harm, offense, death, injury, damage, conflict, corpse",spelldoctor
0,6902,"zz-knot, rope, difficulty, intricacy",spelldoctor
0,6904,zz-standard,spelldoctor
0,6905,zz-our,spelldoctor
0,6906,"zz-mark, sign, signify, letter, word",spelldoctor
0,6907,"zz-nine, ninth, ninety",spelldoctor
0,6908,zz-new,spelldoctor
0,6911,"zz-marry, take a husband",spelldoctor
0,6912,"zz-no, none",spelldoctor
0,6914,"zz-speak, declare, report",spelldoctor
0,6915,"zz-nourish, foster, bring up, suckle",spelldoctor
0,6916,zz-center of a nut,spelldoctor
0,6918,"zz-numbness, deadness, torpor",spelldoctor
0,6919,"zz-ship, sailor, seasickness",spelldoctor
0,6920,"zz-distribute, dole out, allot, manage, apportion one's due",spelldoctor
0,6921,"zz-new, recent",spelldoctor
0,6922,"zz-island, dry land",spelldoctor
0,6923,"zz-sinew, vigor, determination; tendon, nerve",spelldoctor
0,6924,"zz-victory, conquest",spelldoctor
0,6925,"zz-law, order",spelldoctor
0,6926,zz-roam about for pasture,spelldoctor
0,6927,zz-mind,spelldoctor
0,6928,"zz-bride, mistress",spelldoctor
0,6930,"zz-slanting, sideways",spelldoctor
0,6931,zz-forget,spelldoctor
0,6932,"zz-covered, dark",spelldoctor
0,6933,zz-eight,spelldoctor
0,6934,"zz-eye, see, bud",spelldoctor
0,6935,"zz-hate, hatred, hateful",spelldoctor
0,6936,zz-smell,spelldoctor
0,6937,zz-oil,spelldoctor
0,6938,"zz-prophetic sign, augury",spelldoctor
0,6939,"zz-burden, load",spelldoctor
0,8346,"zz-cover, conceal",spelldoctor
0,6941,"zz-wish, choose",spelldoctor
0,6942,"zz-work, from work",spelldoctor
0,6943,zz-circle,spelldoctor
0,6944,"zz-order, row, series",spelldoctor
0,6947,"zz-begin, come into being, be born, rise",spelldoctor
0,6948,"zz-decorate, beautify, arrange",spelldoctor
0,6949,"zz-mouth, face, opening, appetite; speak, plead, pray",spelldoctor
0,6950,"zz-leisure, idle",spelldoctor
0,6951,"zz-egg, egg-keeper",spelldoctor
0,6954,"zz-dwelling, house, jurisdiction, world",spelldoctor
0,6955,"zz-few, little",spelldoctor
0,6957,"zz-nail, claw, hoof",spelldoctor
0,6958,zz-egg,spelldoctor
0,6959,"zz-eye, sight, see; visible; face",spelldoctor
0,6960,"zz-organized structure, organ, instrument, tool, product",spelldoctor
0,6961,zz-bird,spelldoctor
0,6962,"zz-right, straight, correct, true",spelldoctor
0,6963,zz-tail,spelldoctor
0,6964,zz-heaven,spelldoctor
0,6965,"zz-urine, compound found in urine",spelldoctor
0,6967,"zz-sharp, keen, acid",spelldoctor
0,6969,"zz-almost, scarcely; lack, want",spelldoctor
0,6970,"zz-Palatine hill, Roman imperial residence",spelldoctor
0,6971,"zz-be pale, fade",spelldoctor
0,6972,"zz-cloak, cover",spelldoctor
0,6973,"zz-stroke, caress, touch",spelldoctor
0,6974,"zz-step, go, pass by, extend, spread",spelldoctor
0,6975,"zz-to fix, drive in, set; stake, rural area marked by stakes",spelldoctor
0,6976,"zz-bread, food",spelldoctor
0,6977,"zz-equal, same, equal value",spelldoctor
0,6978,"zz-give birth, parent, produce, come to sight, come forth, be visible",spelldoctor
0,6979,"zz-prepare, make ready, put in order, protect, provide",spelldoctor
0,6980,"zz-command, provide leadership",spelldoctor
0,6981,"zz-part, share, division, section, relation, proper degree",spelldoctor
0,6982,"zz-feed, graze, nurture, shepherd",spelldoctor
0,6983,"zz-dough, paste",spelldoctor
0,6984,"zz-open, visible, spread out; dish, plate",spelldoctor
0,6985,"zz-father, fatherland, guardian, protector",spelldoctor
0,6986,"zz-suffer, endure, tolerate, experience",spelldoctor
0,6987,"zz-poor, few, insufficient",spelldoctor
0,6988,"zz-strangle, squeeze, bind",spelldoctor
0,6989,"zz-peace, agree, make a bargain",spelldoctor
0,6990,"zz-stumble, sin",spelldoctor
0,6995,"zz-chest, breast",spelldoctor
0,6996,"zz-one's own goods, property, livestock, money",spelldoctor
0,6997,"zz-worst, diminish, weaken",spelldoctor
0,6998,"zz-push, strike, beat, drive, force, call; toss, hurl",spelldoctor
0,6999,"zz-hang, weigh, balance, consider, make up for",spelldoctor
0,7000,"zz-pierce, gain entrance",spelldoctor
0,7001,"zz-pure, unmixed",spelldoctor
0,8174,"zz-feather, tuft of feathers, wing, peak, point",spelldoctor
0,7003,"zz-pest, rascal, plague",spelldoctor
0,7004,"zz-seek, desire, attack, strive, chase, aim at, beg, appease, encourage",spelldoctor
0,7005,"zz-pierce, prick",spelldoctor
0,7006,"zz-pile, pillar",spelldoctor
0,7007,zz-hair; to pluck hair from,spelldoctor
0,7008,"zz-paint, embellish, portray, picture",spelldoctor
0,7009,"zz-chirp, peep",spelldoctor
0,7010,zz-fish,spelldoctor
0,7011,"zz-atone, devoted, upright, faithful, dutiful conduct, tenderness",spelldoctor
0,7012,"zz-please, satisfy; peace; calm, soothe",spelldoctor
0,7016,"zz-strike, beat, mourn for",spelldoctor
0,7017,"zz-sole of the foot, sprout, offspring",spelldoctor
0,7018,"zz-flat, calm, clear, straightforward, level",spelldoctor
0,7019,"zz-applaud, clap, strike, beat",spelldoctor
0,7021,"zz-full, fullness, abundance, excess",spelldoctor
0,7022,"zz-fold, bend, weave, entwine, coil, attach",spelldoctor
0,7023,"zz-weep over, wail, cry",spelldoctor
0,7024,zz-lead,spelldoctor
0,7025,zz-more,spelldoctor
0,7026,"zz-smooth, polish, refine",spelldoctor
0,7027,"zz-apple, fruit",spelldoctor
0,7029,zz-bridge,spelldoctor
0,7030,"zz-people, common people",spelldoctor
0,7031,"zz-hog, pig",spelldoctor
0,7032,"zz-gate, entrance, harbor",spelldoctor
0,7033,zz-carry,spelldoctor
0,7034,"zz-able to, capable, powerful",spelldoctor
0,7035,"zz-after, behind, later, coming after",spelldoctor
0,7036,zz-drink,spelldoctor
0,7037,"zz-booty, spoils, plunder",spelldoctor
0,7038,"zz-pray, entreat",spelldoctor
0,7039,"zz-seize, take, reach, grasp, pull, comprehend",spelldoctor
0,7040,"zz-press, push, exert force against, bear down, crush",spelldoctor
0,7041,"zz-value, worth, price",spelldoctor
0,7042,"zz-foremost, first, original, chief",spelldoctor
0,7043,"zz-former, previous, in front",spelldoctor
0,7044,"zz-individual, without, not in public life, prevented from having",spelldoctor
0,7045,"zz-prove, test, approve, assent to",spelldoctor
0,7046,"zz-offspring, progeny",spelldoctor
0,7047,"zz-near, come near",spelldoctor
0,7048,"zz-one's own, personal, special, proper, fitting",spelldoctor
0,7049,"zz-nearest, next",spelldoctor
0,7050,"zz-ashamed, modest",spelldoctor
0,7051,"zz-young boy, child",spelldoctor
0,7052,"zz-fight , be in conflict, fist, boxer",spelldoctor
0,7053,"zz-young animal, tiny",spelldoctor
0,7054,"zz-air, breath, spirit; lung",spelldoctor
0,7055,"zz-pierce, point, stab, prick",spelldoctor
0,7057,zz-fluid from infected tissue,spelldoctor
0,7058,"zz-rotten, stinking, decaying",spelldoctor
0,7059,"zz-think, consider,  judge, calculate, prune, cut",spelldoctor
0,7060,"zz-full, fill, fill up, most, finish",spelldoctor
0,7063,"zz-thick, massive",spelldoctor
0,7064,zz-child,spelldoctor
0,7065,zz-ancient,spelldoctor
0,7066,"zz-back, again",spelldoctor
0,7067,zz-all,spelldoctor
0,7068,zz-father,spelldoctor
0,7069,zz-paper,spelldoctor
0,7070,"zz-suffering, disease, feeling, passion",spelldoctor
0,7071,zz-five,spelldoctor
0,7072,zz-pepper,spelldoctor
0,7073,"zz-digestion, cook, ripen",spelldoctor
0,7074,"zz-rock, boulder",spelldoctor
0,7075,"zz-eat, eaten",spelldoctor
0,7076,"zz-cause to appear, show, visible, imagination, apparition",spelldoctor
0,7077,"zz-speak, speech, saying",spelldoctor
0,7078,"zz-remedy, drug",spelldoctor
0,7079,"zz-bear, carry; a carrying, burden, mass, reproach",spelldoctor
0,7080,"zz-love, friend",spelldoctor
0,7081,"zz-fear, abnormal fear of",spelldoctor
0,7082,"zz-sound, voice",spelldoctor
0,7083,zz-light,spelldoctor
0,7084,"zz-point out, show, explain; speech",spelldoctor
0,7086,"zz-nature, medicine, the body",spelldoctor
0,7087,"zz-watch, guard, sentinel, protection",spelldoctor
0,7088,zz-leaf,spelldoctor
0,7089,"zz-race, tribe, class",spelldoctor
0,7090,"zz-plant, to grow",spelldoctor
0,7091,"zz-fall, droop, sag; corpse",spelldoctor
0,7092,"zz-wander, wanderer",spelldoctor
0,7093,"zz-form, development; mold, image, figure, shape",spelldoctor
0,7095,"zz-flat, broad",spelldoctor
0,7096,zz-wealth,spelldoctor
0,7097,"zz-make, do, create, creator, poet",spelldoctor
0,7098,"zz-punishment, fine, penalty, regret, repent, retribution",spelldoctor
0,7099,"zz-city, citizen, citizenship",spelldoctor
0,7100,"zz-axis of a sphere, pivot",spelldoctor
0,7101,"zz-passage, way, journey",spelldoctor
0,7102,zz-purple,spelldoctor
0,7103,zz-river,spelldoctor
0,7106,"zz-foot, shoe, boot",spelldoctor
0,7107,"zz-make, do, achieve; deed, act",spelldoctor
0,7108,"zz-old man, elder",spelldoctor
0,7109,"zz-primitive, first, chief",spelldoctor
0,7110,"zz-wrong, false",spelldoctor
0,7111,"zz-mind, mental, soul, spirit",spelldoctor
0,7112,"zz-wing, feather",spelldoctor
0,7113,"zz-fire, heat",spelldoctor
0,7114,"zz-boxwood, box",spelldoctor
0,7118,"zz-seek, ask, examine, earn, strive for, win",spelldoctor
0,7119,zz-of what kind? in which state? of which sort?,spelldoctor
0,7120,"zz-how many, how much",spelldoctor
0,7122,"zz-as if, practically, almost",spelldoctor
0,7123,"zz-shake, strike, shatter, beat upon, drive away",spelldoctor
0,7125,"zz-complain, protest",spelldoctor
0,7126,"zz-what, which, who, whom",spelldoctor
0,7127,"zz-rest, still, quiet, hushed, calm",spelldoctor
0,7128,"zz-small ship, barge",spelldoctor
0,7129,"zz-as many as, how many?",spelldoctor
0,7152,"zz-scrape, scratch",spelldoctor
0,7153,"zz-branch, forked structure",spelldoctor
0,7154,"zz-snatch, grab, seize; hasty, swift",spelldoctor
0,7155,"zz-think, consider, calculate, reason, judge, determine",spelldoctor
0,7156,zz-make ready,spelldoctor
0,7157,"zz-government, right, rule, control, guide, straight, standard",spelldoctor
0,7158,"zz-make straight, arrange, guide, direct",spelldoctor
0,7159,"zz-crawl, creep",spelldoctor
0,7160,"zz-matter, fact, truth, actuality",spelldoctor
0,7161,zz-net,spelldoctor
0,7162,"zz-laugh, laugh at, make fun of",spelldoctor
0,7163,"zz-to be stiff, be unyielding, numb, frozen",spelldoctor
0,7164,"zz-stream, source, riverbank, shore",spelldoctor
0,7165,"zz-oak, strength, hard, firm",spelldoctor
0,7166,"zz-gnaw, eat away, chew; beak, snout, prow",spelldoctor
0,7167,"zz-ask, request, solicit",spelldoctor
0,7168,"zz-Rome, Roman",spelldoctor
0,7169,"zz-moved to bluish, greenish, pale yellow; envious; wan, ghastly",spelldoctor
0,7170,"zz-wheel, revolve, round",spelldoctor
0,7171,"zz-war, war-like, Roman god of war",spelldoctor
0,7172,"zz-coarse, unskilled, awkward, uncultured, untaught; rough, unformed",spelldoctor
0,7173,"zz-break open by force, burst",spelldoctor
0,7174,"zz-country, rough, coarse",spelldoctor
0,7175,"zz-measured motion, time, order, flow, stream",spelldoctor
0,7177,zz-sugar,spelldoctor
0,7178,"zz-sacred, holy",spelldoctor
0,7179,"zz-age, world",spelldoctor
0,7180,zz-salt,spelldoctor
0,7181,"zz-leap, spring forward, jump, dance",spelldoctor
0,7182,"zz-greet, hail, health",spelldoctor
0,7183,"zz-secure, safe, healthy, unharmed",spelldoctor
0,7184,zz-holy,spelldoctor
0,7185,"zz-blood, humor",spelldoctor
0,7186,"zz-taste, wise, judicious, keen perception",spelldoctor
0,7187,"zz-enough, full, sated, rich",spelldoctor
0,7188,zz-Saturn,spelldoctor
0,7189,"zz-ladder, steps",spelldoctor
0,7190,zz-climb,spelldoctor
0,7191,"zz-trap, snare, stumbling block, offense",spelldoctor
0,7193,zz-emit a scent,spelldoctor
0,7194,"zz-spark, glittering spot",spelldoctor
0,7195,zz-know,spelldoctor
0,7196,"zz-write, written",spelldoctor
0,7197,"zz-shield, shield bearer",spelldoctor
0,7198,"zz-cut, scythe, sickle",spelldoctor
0,7199,"zz-sit, settle, rest, stay still",spelldoctor
0,7200,"zz-seed, time for planting",spelldoctor
0,7201,"zz-old man, old age, elder; older",spelldoctor
0,7202,"zz-feel, sense, think, perceive, notice, opinion, judgement",spelldoctor
0,7203,"zz-tread, stamp on; rotten, unclean",spelldoctor
0,7204,"zz-follow, pursue, carry out, alongside",spelldoctor
0,7205,"zz-join, connect; string together words",spelldoctor
0,7206,"zz-wait on, serve, slave",spelldoctor
0,7207,"zz-save, keep, guard, protect, watch",spelldoctor
0,7208,"zz-grave, strict, austere, stern",spelldoctor
0,7209,"zz-six, sixth",spelldoctor
0,7210,zz-dry,spelldoctor
0,7211,"zz-star, longing",spelldoctor
0,7212,"zz-mark, seal, sign, signal, distiguishing feature",spelldoctor
0,7213,"zz-wild, of the woods; forest",spelldoctor
0,7214,"zz-pretend, copy, imitate, make like, appear same",spelldoctor
0,7215,"zz-thorn, backbone",spelldoctor
0,7216,"zz-without, not",spelldoctor
0,7217,"zz-spare, save",spelldoctor
0,7218,"zz-curve, wind, fold, hollow",spelldoctor
0,7220,"zz-companion, partner, friend, living with others",spelldoctor
0,7222,"zz-to be in the habit of, be accustomed, used to",spelldoctor
0,7223,"zz-solid, whole, firm, established, formal, customary",spelldoctor
0,7224,"zz-troubled, worried, attentive, anxious, vexed",spelldoctor
0,7225,"zz-comfort, mitigate, relieve",spelldoctor
0,7226,zz-south,spelldoctor
0,7227,"zz-loosen, untie, set free",spelldoctor
0,7232,zz-sound,spelldoctor
0,7233,"zz-mask, role, character",spelldoctor
0,7234,"zz-suck up, soak up",spelldoctor
0,7235,"zz-sister, mother's sister's son",spelldoctor
0,7236,"zz-lot, fortune, order, condition, rank, class",spelldoctor
0,7237,"zz-scatter, besprinkle, spew",spelldoctor
0,7238,"zz-distance, area, expanse, move beyond",spelldoctor
0,7239,"zz-see, look, observe, wait for, sighting, kind, species",spelldoctor
0,7240,"zz-hope, favorable",spelldoctor
0,7241,zz-a coil,spelldoctor
0,7242,"zz-breathe, breath, soul, vigor",spelldoctor
0,7243,"zz-bright, shining",spelldoctor
0,7244,"zz-pledge, promise, reply, answer, willing",spelldoctor
0,7248,zz-a pool of standing water,spelldoctor
0,7249,zz-star,spelldoctor
0,7254,"zz-spread out, layer, strew, extend, throw, pave, lie flat",spelldoctor
0,7256,"zz-plant stem, instrument for writing",spelldoctor
0,7257,"zz-drop, drip",spelldoctor
0,7258,"zz-pierce, prick, quench",spelldoctor
0,7260,"zz-stand, fixed, state, position, condition",spelldoctor
0,7261,"zz-balsam, spice",spelldoctor
0,7262,"zz-draw tight, tighten, confine, bind",spelldoctor
0,7263,"zz-build, construct, prepare, teach",spelldoctor
0,7267,"zz-have zeal for, devote oneself to",spelldoctor
0,7269,"zz-delightful, sweet; advise, recommend, urge, make sweet",spelldoctor
0,7270,zz-sweat,spelldoctor
0,7271,"zz-become used to, form a habit of",spelldoctor
0,7272,"zz-to be, exist, be real",spelldoctor
0,7273,"zz-to be good, be of use, be helpful",spelldoctor
0,7274,"zz-extreme, highest, topmost, principal, chief",spelldoctor
0,7275,"zz-take up, put on, ingest, get, use",spelldoctor
0,7276,zz-sew together,spelldoctor
0,7277,"zz-over, above, highest, topmost, worthy of pride",spelldoctor
0,7278,"zz-rise, get up",spelldoctor
0,7279,"zz-piglet, hog, swine",spelldoctor
0,7284,zz-stage,spelldoctor
0,7286,zz-lizard,spelldoctor
0,7287,"zz-form, shape, point in time, condition; state of mind",spelldoctor
0,7288,"zz-empty, vain",spelldoctor
0,7537,"zz-cut, split, cleave, tear apart, division of opinion",spelldoctor
0,7289,"zz-leisure, learned discussion, school",spelldoctor
0,7290,"zz-earthquake, shock",spelldoctor
0,7291,zz-sign,spelldoctor
0,7292,"zz-stage, tent",spelldoctor
0,7293,zz-shadow,spelldoctor
0,7294,"zz-hard, still, dried up, withered",spelldoctor
0,7295,"zz-see, examine, observe, consider",spelldoctor
0,7296,"zz-body, mass",spelldoctor
0,7297,"zz-wise, clever, crafty",spelldoctor
0,7298,"zz-ball, globe",spelldoctor
0,7299,"zz-scattered, dispersed, seed, a sowing",spelldoctor
0,7300,"zz-to set in order, send, letter, message",spelldoctor
0,7301,zz-narrow,spelldoctor
0,7302,zz-solid,spelldoctor
0,7303,zz-strength,spelldoctor
0,7304,"zz-verse, line, row",spelldoctor
0,7305,"zz-prick, rouse, incite, mark, brand, tatto",spelldoctor
0,7306,"zz-mouth, gullet, throat, opening",spelldoctor
0,7307,"zz-turn, twist, twine",spelldoctor
0,7308,"zz-pillar, column",spelldoctor
0,7309,zz-oakum,spelldoctor
0,7310,"zz-hand over, deliver, give back, set forth, sell, sale",spelldoctor
0,7311,"zz-board, plank, slate",spelldoctor
0,7312,"zz-silent, quiet",spelldoctor
0,7313,"zz-irksome, squeamish, hard to please, weary, ennui",spelldoctor
0,7314,"zz-allot, cut to shape; a cutting, stick",spelldoctor
0,7315,"zz-touch, affect, arrange, assess, whole, value",spelldoctor
0,7316,zz-slow,spelldoctor
0,7317,zz-bull,spelldoctor
0,7320,"zz-cover, shield, conceal, protect; roof",spelldoctor
0,7321,"zz-regulate, mix properly, exercise moderation, modify",spelldoctor
0,7322,"zz-touch, feel, test",spelldoctor
0,7323,"zz-time, period, season, weather, storm",spelldoctor
0,7324,"zz-stretch, extend, hold, strain, move, struggle, tendon",spelldoctor
0,7325,"zz-hold, reach, occupy, persist, remain, retain, grasp",spelldoctor
0,7328,"zz-delicate, soft, young",spelldoctor
0,7329,"zz-thin, narrow",spelldoctor
0,7330,"zz-boundary marker, end, furthest point, limit",spelldoctor
0,7332,"zz-rub, thresh, grind, wear away, oppress, afflict, damage",spelldoctor
0,7336,"zz-land, earth",spelldoctor
0,7337,"zz-scare, frighten",spelldoctor
0,7338,zz-third,spelldoctor
0,7339,"zz-witness, proof, indicator, testimony, headstrong",spelldoctor
0,7340,"zz-weave, web, cloth, construct with care, compose",spelldoctor
0,7341,zz-fortified building,spelldoctor
0,7342,"zz-to dye, wet, stain",spelldoctor
0,7345,"zz-label, description",spelldoctor
0,7346,"zz-to raise, carry; bear, endure",spelldoctor
0,7347,"zz-thunder, sound like thunder",spelldoctor
0,7349,"zz-to be stiff, numb, lethargic",spelldoctor
0,7350,"zz-pain, agony, twist, wind, wrap",spelldoctor
0,7351,"zz-parched, burning, boiling, roaring",spelldoctor
0,7352,"zz-whole, entire, all",spelldoctor
0,7354,"zz-pull, draw, drag, influence, lure, bring along",spelldoctor
0,7355,"zz-shake, tremble",spelldoctor
0,8344,"zz-alarmed, anxious, fearful",spelldoctor
0,7357,"zz-assign, allot, give credit, pronounce judgement; division of the Roman people",spelldoctor
0,7358,"zz-play tricks, entangle, make difficulties",spelldoctor
0,7359,"zz-thrust, push",spelldoctor
0,7360,"zz-to cut, lop off",spelldoctor
0,7361,"zz-protect, look after, keep safe, catch sight of",spelldoctor
0,7362,"zz-lump, swelling, disturbance, uproar",spelldoctor
0,7363,"zz-beat, bruise, pulp, crush, bore through",spelldoctor
0,7364,"zz-uproar, commotion, confusion, crowd; whirlwind, whirl",spelldoctor
0,7365,zz-tower,spelldoctor
0,7367,"zz-skill, art, craft, system, method, builder, worker, craftsman",spelldoctor
0,7368,"zz-speed, swift",spelldoctor
0,7369,"zz-far away, far off, distant",spelldoctor
0,7370,"zz-end, aim; complete, perfect, consecrate, tax",spelldoctor
0,7371,"zz-stall, place, seat",spelldoctor
0,7372,zz-death,spelldoctor
0,7373,"zz-box, chest, receptacle",spelldoctor
0,7374,"zz-god, divine",spelldoctor
0,7375,zz-wild beast,spelldoctor
0,7376,"zz-treat medically, heal",spelldoctor
0,7377,zz-heat,spelldoctor
0,7378,zz-giant,spelldoctor
0,7379,"zz-put, place, arrange; proposition; a store laid up, treasure",spelldoctor
0,7380,"zz-cut, cutting, a place cut for auguries, observation",spelldoctor
0,7381,zz-place,spelldoctor
0,7382,"zz-sound, tone, tension, stretching, pitch",spelldoctor
0,7383,"zz-circle, circuit, tool for drawing a circle, turn",spelldoctor
0,7384,zz-goat,spelldoctor
0,7385,"zz-nourishment, food",spelldoctor
0,7386,"zz-turn, change, direction, way, manner",spelldoctor
0,7387,"zz-drum; to beat; blow, impression, form",spelldoctor
0,7388,"zz-lord, master, sovereign, absolute ruler",spelldoctor
0,7398,"zz-last, farthest away, final, end, goes beyond",spelldoctor
0,7399,"zz-shade, shadow",spelldoctor
0,7400,"zz-wave, rise in a wave, flood, flow",spelldoctor
0,7401,"zz-smear with oil, anoint, prune",spelldoctor
0,7402,"zz-one, single, join into one, ounce, inch",spelldoctor
0,7403,zz-city,spelldoctor
0,7404,"zz-use, make use of, employ, engage in, exploit, custom",spelldoctor
0,7406,"zz-claim, avenger, surety, defender, revenge",spelldoctor
0,7407,"zz-empty; to be empty, to have leisure",spelldoctor
0,7408,"zz-go, proceed, advance",spelldoctor
0,7410,"zz-wander, roam",spelldoctor
0,7411,"zz-strong, well, of value",spelldoctor
0,7412,"zz-rampart, palisade, barrier",spelldoctor
0,7413,"zz-empty, hollow, illusory, groundless, futile",spelldoctor
0,7414,"zz-steam, emit steam, exhalation, spoiled, flat",spelldoctor
0,7415,"zz-diverse, different, numerous, changeable",spelldoctor
0,7416,"zz-container, bowl, cask, ship",spelldoctor
0,7417,"zz-desolate, laid waste, forlorn, empty, huge, immense",spelldoctor
0,7418,"zz-carry, bring, energetic, forceful, agitate",spelldoctor
0,7419,"zz-pluck, pull out, stretch, tear up",spelldoctor
0,7420,"zz-fast, swift",spelldoctor
0,7422,"zz-covering, cover, curtain, woven cloth",spelldoctor
0,7423,"zz-blood vessel, channel",spelldoctor
0,7424,"zz-worship, revere, honor, goddess of love, love potion, poison",spelldoctor
0,7425,"zz-come, approach, arrive",spelldoctor
0,7426,"zz-belly, abdomen, stomach, small cavity",spelldoctor
0,7427,zz-wind,spelldoctor
0,7431,"zz-spring, occuring in spring",spelldoctor
0,7432,zz-word,spelldoctor
